ano_simples;ano;territorio;area_territorio;perimetro;razao_perimetro_area;numero_vizinhos;altitude_mediana;area_outros_ambientes;proporcao_cebolama;area_cebolama;densidade_cebolama;proporcao_samambaia;area_samambaia;densidade_samambaia;qualidade_samambaia;proporcao_capimserra;area_capimserra;densidade_capimserra;qualidade_capimserra;arboreas;aboreas_simplificado;foquilhas;Casal;femea;macho;idade_femea;idade_macho;mortalidade;filhotes_independentes;produtividade_anual;chuva_acumulada_simepar;chuva_forte_violenta_simepar;dias_chuva_simepar;mare_maxima;temperatura_media_simepar;temperatura_maxima_simepar;temperatura_minima_simepar;BQI
13;2018;barbantinho;6059;394;0.06502;3;2.53;1574;0.66996204;4059.3;normal;0.066892226;405.3;ruim;ausenteouruim;0.003366892;20.4;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;44C;243;346;7;4;0;2;1;2315.8;40;217;2.5;21.238;31.87;13.66;1.42
14;2019;barbantinho;5465;315;0.05763;2;2.536;1284;0.668783166;3654.9;normal;0.074162855;405.3;ruim;ausenteouruim;0.0221043;120.8;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;44C;243;346;8;5;0;2;1;3025;44;205;2.4;21.163;28.71;13.45;0.74
15;2020;barbantinho;4697;275;0.05854;2;2.514;1191;0.68696402;3226.67;normal;0.033751331;158.53;ruim;ausenteouruim;0.025718544;120.8;pouco denso;ausenteouruim;integralmente_samambaia;samambaia;ausente;NA;243;NA;9;NA;1;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;barbantinho;6237;351;0.05627;2;2.498;878;0.794920635;4957.92;normal;0.00957191;59.7;ruim;ausenteouruim;0.054734648;341.38;pouco denso;ausenteouruim;integralmente_samambaia;samambaia;ausente;53C;382;378;2;2;1;0;0;2639.6;38;221;2.4;20.588;29.19;11.93;-0.64
17;2022;barbantinho;6642;368;0.0554;2;2.514;878;0.771743451;5125.92;normal;0.008988257;59.7;ruim;ausenteouruim;0.087079193;578.38;pouco denso;ausenteouruim;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;53C;382;378;3;3;0;0;0;2838.4;45;202;2.4;20.48;29.06;13.94;-0.39
18;2023;barbantinho;6642;368;0.0554;2;2.514;878;0.771743451;5125.92;normal;0.008988257;59.7;ruim;ausenteouruim;0.087079193;578.38;pouco denso;ausenteouruim;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;53C;382;378;4;4;0;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
4;2009;beringela;5748;354;0.06158;2;2.655;513.5;0.592901879;3408;normal;0.3177627;1826.5;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;9C;167;Fi17;1;1.8;1;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
7;2012;beringela;5204;333;0.06398;3;2.653;989.96;0.528620292;2750.94;densa;0.281149116;1463.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;10C;94;171;6;4;0;2;1;2387.3;36;209;2.5;21.004;28.571;13.868;1.14
8;2013;beringela;5631;346;0.06144;3;2.653;1265.3;0.538021666;3029.6;densa;0.237275795;1336.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;31C;94;302;7;0.5;1;0;0;2035.6;22;205;2.5;21.013;28.93;13.11;-1
9;2014;beringela;5307;333;0.06274;3;2.653;987.66;0.536883362;2849.24;densa;0.277011494;1470.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;35C;328;320;0.5;1.5;1;0;0;2296.8;38;218;2.5;21.38;28.85;14.66;-0.8
10;2015;beringela;4929;308;0.06248;2;2.653;1039.66;0.532002435;2622.24;moderada;0.2570704;1267.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;0.5;1;1;2;1;3531.8;68;246;2.5;21.427;31.34;14.93;1
11;2016;beringela;5632;376;0.06676;3;2.653;1346;0.536026278;3018.9;moderada;0.224982244;1267.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;1.5;2;0;0;0;1830;30;240;2.5;20.973;30.2;11.62;-0.59
12;2017;beringela;5599;378;0.06751;3;2.653;1384;0.517610288;2898.1;moderada;0.235202715;1316.9;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;2.5;3;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
13;2018;beringela;5940;412;0.06936;3;2.653;1727;0.487558923;2896.1;normal;0.221700337;1316.9;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;3.5;4;0;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
14;2019;beringela;5422;384;0.07082;2;2.68;1490.7;0.482183696;2614.4;normal;0.242880856;1316.9;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;4.5;5;0;3;1.5;3025;44;205;2.4;21.163;28.71;13.45;1.74
15;2020;beringela;4716;384;0.08142;2;2.68;1363.2;0.517938931;2442.6;normal;0.193002545;910.2;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;54C;386;385;0.5;0.5;2;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;beringela;4662;402;0.08622;2;2.666;1778;0.471728872;2199.2;normal;0.146889747;684.8;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;54C;386;385;1.5;1.5;0;1;0.5;2639.6;38;221;2.4;20.588;29.19;11.93;0.36
17;2022;beringela;4662;402;0.08622;3;2.666;1778;0.471728872;2199.2;normal;0.146889747;684.8;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;54C;386;385;2.5;2.5;0;2;1;2838.4;45;202;2.4;20.48;29.06;13.94;1.61
18;2023;beringela;5149;394;0.07651;3;2.653;1778;0.484482424;2494.6;normal;0.170207807;876.4;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;54C;386;385;3.5;3.5;0;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
8;2013;boquinha;5728;322;0.05621;2;2.236;4366;0.23777933;1362;densa;0;0;ausente;ausenteouruim;0;0;ausente;ausenteouruim;ausente;ausente;ausente;43;Fi59;197;3;2.5;0;0;0;2035.6;22;205;2.5;21.013;28.93;13.11;-1
9;2014;boquinha;5358;363;0.06774;3;2.301;4144;0.194475551;1042;densa;0;0;ausente;ausenteouruim;0.03210153;172;ausente;ausenteouruim;integralmente_capimserra;capimserra;ausente;62;317;197;0.5;3.5;1;2;1;2296.8;38;218;2.5;21.38;28.85;14.66;1.2
10;2015;boquinha;5814;340;0.05847;3;2.306;4127;0.282008944;1639.6;moderada;0;0;ausente;ausenteouruim;0.008152735;47.4;ausente;ausenteouruim;ausente;ausente;ausente;70;317;318;1.5;1;1;0;0;3531.8;68;246;2.5;21.427;31.34;14.93;-1
11;2016;boquinha;5814;340;0.05847;3;2.306;4127;0.282008944;1639.6;moderada;0;0;ausente;ausenteouruim;0.008152735;47.4;ausente;ausenteouruim;ausente;ausente;ausente;70;317;318;2.5;2;0;0;0;1830;30;240;2.5;20.973;30.2;11.62;-0.59
12;2017;boquinha;6060;344;0.05676;3;2.28;4382;0.220561056;1336.6;moderada;0.048514851;294;ruim;ausenteouruim;0.007821782;47.4;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;70;317;318;3.5;3;0;0;0;2471.8;40;223;2.5;21.215;28.14;14.4;-0.56
13;2018;boquinha;4723;298;0.06309;4;2.297;3213;0.22845649;1079;normal;0.066271438;313;ruim;ausenteouruim;0.02498412;118;ausente;ausenteouruim;integralmente_ambos;ambos;ausente;70;317;318;4.5;4;0;2;1;2315.8;40;217;2.5;21.238;31.87;13.66;1.42
14;2019;boquinha;4723;298;0.06309;4;2.297;3213;0.25344061;1197;normal;0.066271438;313;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_ambos;ambos;ausente;70;317;318;5.5;5;0;2;1;3025;44;205;2.4;21.163;28.71;13.45;0.74
15;2020;boquinha;6317;317;0.05018;3;2.28;4763;0.209387367;1322.7;normal;0.005429793;34.3;ruim;ausenteouruim;0.031185689;197;ausente;ausenteouruim;integralmente_ambos;ambos;ausente;70;317;318;6.5;6;1;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
1;2006;capimserra;6149;338;0.05496;3;2.481;1004;0.542868759;3338.1;normal;0.060936738;374.7;ruim;ausenteouruim;0.232915921;1432.2;denso;denso;parcialmente_samambaia;samambaia;ausente;14;21;9;1.5;1.5;0;0;0;2340.6;38;202;2.5;20.61;28.01;14.45;-0.17
2;2007;capimserra;9546;391;0.04095;3;2.395;3716;0.439356799;4194.1;normal;0.021338781;203.7;ruim;ausenteouruim;0.150031427;1432.2;denso;denso;parcialmente_samambaia;samambaia;ausente;14;21;9;2.5;2.5;0;0;0;2925.8;57;201;2.5;21.19;29.13;13.25;-0.67
3;2008;capimserra;4962;296;0.05965;2;2.481;615;0.508484482;2523.1;normal;0.078939944;391.7;ruim;ausenteouruim;0.288633615;1432.2;denso;denso;parcialmente_samambaia;samambaia;ausente;14;21;9;3.5;3.5;0;0;0;2908;44;211;2.5;21.06;28.96;14.13;0
4;2009;capimserra;6057;308;0.05085;2;2.481;1205;0.499933961;3028.1;normal;0.064668978;391.7;ruim;ausenteouruim;0.23645369;1432.2;denso;denso;parcialmente_samambaia;samambaia;ausente;14;21;9;4.5;4.5;1;3;1.5;3298;57;229;2.5;21.606;30.02;14.41;2.55
5;2010;capimserra;6223;335;0.05383;2;2.469;1359;0.488526434;3040.1;normal;0.062943918;391.7;ruim;ausenteouruim;0.230146232;1432.2;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;5.5;2;0;0;0;3460.8;67;222;2.4;20.909;29.56;13.85;-0.62
6;2011;capimserra;6035;308;0.05103;3;2.482;1209;0.497448219;3002.1;densa;0.064904722;391.7;ruim;ausenteouruim;0.237315659;1432.2;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;6.5;3;0;0;0;2705;32;217;2.4;20.734;28.35;14.16;-0.83
7;2012;capimserra;6099;297;0.04869;3;2.475;1233;0.464930316;2835.61;densa;0.054335137;331.39;ruim;ausenteouruim;0.278570257;1699;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;7.5;4;0;2;1;2387.3;36;209;2.5;21.004;28.571;13.868;1.14
8;2013;capimserra;6099;297;0.04869;3;2.481;1233;0.464930316;2835.61;densa;0.054335137;331.39;ruim;ausenteouruim;0.278570257;1699;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;8.5;5;0;0;0;2035.6;22;205;2.5;21.013;28.93;13.11;-1
9;2014;capimserra;7918;340;0.04294;3;2.43;2269;0.457010609;3618.61;densa;0.041852741;331.39;ruim;ausenteouruim;0.214574387;1699;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;9.5;6;0;2;1;2296.8;38;218;2.5;21.38;28.85;14.66;1.2
10;2015;capimserra;7918;340;0.04294;3;2.43;2269;0.457010609;3618.61;moderada;0.041852741;331.39;ruim;ausenteouruim;0.214574387;1699;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;10.5;7;0;2;1;3531.8;68;246;2.5;21.427;31.34;14.93;1
11;2016;capimserra;7918;340;0.04294;3;2.43;2269;0.457010609;3618.61;moderada;0.041852741;331.39;ruim;ausenteouruim;0.214574387;1699;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;11.5;8;0;3;1.5;1830;30;240;2.5;20.973;30.2;11.62;2.41
12;2017;capimserra;8311;348;0.04187;3;2.422;2877;0.368607869;3063.5;moderada;0.055408495;460.5;ruim;ausenteouruim;0.229815907;1910;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;12.5;9;0;1;0.5;2471.8;40;223;2.5;21.215;28.14;14.4;0.44
13;2018;capimserra;7280;338;0.04642;3;2.467;2157;0.380023352;2766.57;normal;0.061322802;446.43;ruim;ausenteouruim;0.262362637;1910;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;13.5;10;0;1;0.5;2315.8;40;217;2.5;21.238;31.87;13.66;0.42
14;2019;capimserra;7280;338;0.04642;3;2.467;2157;0.380023352;2766.57;normal;0.061322802;446.43;ruim;ausenteouruim;0.262362637;1910;denso;denso;parcialmente_samambaia;samambaia;ausente;31;21;137;14.5;11;0;1;0.5;3025;44;205;2.4;21.163;28.71;13.45;-0.26
15;2020;capimserra;5846;318;0.05439;2;2.457;1770;0.386070818;2256.97;normal;0.030795416;180.03;ruim;ausenteouruim;0.280362641;1639;denso;denso;ausente;ausente;ausente;94;371;372;2.5;2.5;2;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;capimserra;7863;334;0.04247;2;2.453;1756;0.471919115;3710.7;normal;0.045949383;361.3;ruim;ausenteouruim;0.258807071;2035;denso;denso;parcialmente_ambos;ambos;ausente;94;371;372;3.5;3.5;0;2;1;2639.6;38;221;2.4;20.588;29.19;11.93;1.36
17;2022;capimserra;7025;312;0.04441;2;2.457;1727;0.413053381;2901.7;normal;0.051430605;361.3;ruim;ausenteouruim;0.289679715;2035;denso;denso;parcialmente_ambos;ambos;ausente;94;371;372;4.5;4.5;0;1;0.5;2838.4;45;202;2.4;20.48;29.06;13.94;0.61
18;2023;capimserra;7025;312;0.04441;2;2.456;1727;0.413053381;2901.7;normal;0.051430605;361.3;ruim;ausenteouruim;0.289679715;2035;denso;denso;parcialmente_ambos;ambos;ausente;94;371;372;5.5;5.5;0;1;0.5;3452.2;56;216;2.5;21.311;29.65;14.37;0.77
4;2009;choquinha;8531;410;0.04806;1;2.437;1739;0.715683976;6105.5;moderada;0.080471223;686.5;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;5C;63;139;4.5;1;0;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
5;2010;choquinha;8032;383;0.04768;1;2.419;1617;0.714641434;5740;moderada;0.084038845;675;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;5C;63;139;5.5;2;0;0;0;3460.8;67;222;2.4;20.909;29.56;13.85;-0.62
6;2011;choquinha;8365;384;0.0459;1;2.438;1645;0.722653915;6045;densa;0.080693365;675;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;26C;Fi68;139;0.8;3;1;NA;NA;2705;32;217;2.4;20.734;28.35;14.16;NA
7;2012;choquinha;7874;379;0.04813;1;2.437;2.806;0.89575743;7053.194;densa;0.103886208;818;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;26C;Fi68;139;1.8;4;0;0;0;2387.3;36;209;2.5;21.004;28.571;13.868;-0.86
8;2013;choquinha;7874;379;0.04813;1;2.437;2.806;0.89575743;7053.194;densa;0.103886208;818;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;26C;Fi68;139;2.8;5;0;0;0;2035.6;22;205;2.5;21.013;28.93;13.11;-1
9;2014;choquinha;7495;356;0.04749;1;2.44;2424;0.567444963;4253;densa;0.109139426;818;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;26C;Fi68;139;3.8;6;0;0;0;2296.8;38;218;2.5;21.38;28.85;14.66;-0.8
10;2015;choquinha;5271;310;0.05881;2;2.411;2201;0.555302599;2927;moderada;0.027129577;143;boa;boa;0;0;ausente;ausenteouruim;ausente;ausente;ausente;26C;Fi68;139;4.8;7;0;1;0.5;3531.8;68;246;2.5;21.427;31.34;14.93;0
11;2016;choquinha;4873;282;0.05786;2;2.407;2111;0.537451262;2619;moderada;0.029345372;143;boa;boa;0;0;ausente;ausenteouruim;ausente;ausente;ausente;26C;Fi68;139;5.8;8;1;0;0;1830;30;240;2.5;20.973;30.2;11.62;-0.59
12;2017;choquinha;4922;283;0.05749;2;2.399;1874;0.609061357;2997.8;moderada;0.010199106;50.2;boa;boa;0;0;ausente;ausenteouruim;ausente;ausente;ausente;78C;Fi68;Fi92;6.8;3;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
15;2020;choquinha;5878;314;0.05341;1;2.487;796;0.701088806;4121;normal;0.163490983;961;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;80C;362;391;5.5;0.5;0;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;choquinha;5655;316;0.05587;1;2.487;1056;0.665782493;3765;normal;0.147480106;834;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;80C;362;391;6.5;1.5;0;0;0;2639.6;38;221;2.4;20.588;29.19;11.93;-0.64
17;2022;choquinha;8779;409;0.04658;1;2.444;2685;0.601435243;5280;normal;0.092721267;814;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;80C;362;391;7.5;2.5;0;0;0;2838.4;45;202;2.4;20.48;29.06;13.94;-0.39
18;2023;choquinha;8779;409;0.04658;1;2.444;2685;0.601435243;5280;normal;0.092721267;814;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;80C;362;391;8.5;3.5;0;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
4;2009;colorado;6334;342;0.05399;2;2.512;592;0.598673824;3792;moderada;0.30786233;1950;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;6C;117;122;2.5;2;0;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
5;2010;colorado;6543;315;0.04814;2;2.492;836;0.605242244;3960.1;moderada;0.26698762;1746.9;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;150C;182;122;1;3;2;0;0;3460.8;67;222;2.4;20.909;29.56;13.85;-0.62
6;2011;colorado;6399;323;0.05047;2;2.5;862;0.587279262;3758;densa;0.278012189;1779;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;22C;185;Fi26;2;2;0;NA;NA;2705;32;217;2.4;20.734;28.35;14.16;NA
7;2012;colorado;6707;321;0.04786;2;2.5;1123;0.515640376;3458.4;densa;0.316922618;2125.6;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;22C;185;Fi26;3;3;0;2;1;2387.3;36;209;2.5;21.004;28.571;13.868;1.14
8;2013;colorado;6707;321;0.04786;2;2.5;1123;0.515640376;3458.4;densa;0.316922618;2125.6;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;22C;185;Fi26;4;4;0;1;0.5;2035.6;22;205;2.5;21.013;28.93;13.11;0
9;2014;colorado;6848;339;0.0495;2;2.506;1123;0.483411215;3310.4;densa;0.352599299;2414.6;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;38C;185;322;5;0.5;1;0;0;2296.8;38;218;2.5;21.38;28.85;14.66;-0.8
10;2015;colorado;5157;310;0.06011;4;2.481;760;0.483692069;2494.4;moderada;0.368935428;1902.6;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;38C;185;322;6;1.5;0;2;1;3531.8;68;246;2.5;21.427;31.34;14.93;1
11;2016;colorado;5199;325;0.06251;4;2.482;728.5;0.496999423;2583.9;moderada;0.362877476;1886.6;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;38C;185;322;7;2.5;0;0;0;1830;30;240;2.5;20.973;30.2;11.62;-0.59
12;2017;colorado;5309;328;0.06178;4;2.505;752.3;0.500979469;2659.7;moderada;0.357317762;1897;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;38C;185;322;8;3.5;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
13;2018;colorado;5309;328;0.06178;4;2.505;752.3;0.500979469;2659.7;normal;0.357317762;1897;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;38C;185;322;9;4.5;0;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
14;2019;colorado;4086;292;0.07146;2;2.489;610.3;0.499926579;2042.7;normal;0.350709741;1433;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;38C;185;322;10;5.5;1;0;0;3025;44;205;2.4;21.163;28.71;13.45;-1.26
17;2022;colorado;5196;300;0.05773;2;2.536;668.8;0.523518091;2720.2;normal;0.347767513;1807;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;90C;402;322;2.5;6.5;0;0;0;2838.4;45;202;2.4;20.48;29.06;13.94;-0.39
18;2023;colorado;5196;300;0.05773;2;2.536;668.8;0.523518091;2720.2;normal;0.347767513;1807;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;****;419;322;0.5;7.5;1;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
12;2017;confusao;2541;220;0.08658;3;2.535;128;0.651711924;1656;moderada;0.297914207;757;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;43C;362;329;2.5;3;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
13;2018;confusao;3438;281;0.08173;2;2.492;353;0.672978476;2313.7;normal;0.22434555;771.3;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;75C;362;Fi92;3.5;4;1;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
14;2019;confusao;3438;281;0.08173;2;2.492;353;0.672978476;2313.7;normal;0.22434555;771.3;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;77C;362;NA;4.5;NA;1;0;0;3025;44;205;2.4;21.163;28.71;13.45;-1.26
9;2014;david;4454;355;0.0797;3;2.42;1535;0.483834755;2155;densa;0.171531208;764;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;63;Fi79;Fi77;2;2;1;1;0.5;2296.8;38;218;2.5;21.38;28.85;14.66;0.2
10;2015;david;3568;279;0.07819;3;2.422;1445;0.429372197;1532;moderada;0.165639013;591;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;63;Fi79;Fi77;3;3;0;0;0;3531.8;68;246;2.5;21.427;31.34;14.93;-1
11;2016;david;3568;279;0.07819;3;2.422;1445;0.429372197;1532;moderada;0.165639013;591;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;63;Fi79;Fi77;4;4;0;0;0;1830;30;240;2.5;20.973;30.2;11.62;-0.59
12;2017;david;4267;278;0.06515;3;2.425;1353;0.554347317;2365.4;moderada;0.128568081;548.6;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;63;Fi79;Fi77;5;5;0;2;1;2471.8;40;223;2.5;21.215;28.14;14.4;1.44
13;2018;david;6168;328;0.05317;3;2.437;1430;0.563521401;3475.8;normal;0.190629053;1175.8;ruim;ausenteouruim;0.014007782;86.4;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;63;Fi79;Fi77;6;6;0;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
